/home/basti/code/dvarapandita/data/jna060_apo:0	[201,2-232,20]	|| apohaprakaraṇam ||	apoha NC Case=Cpd # prakaraNa NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna060_apo:1	 [201,3] apohaḥ śabdaliṅgābhyāṃ prakāśyata iti sthitiḥ |	apoha NC Case=Nom|Number=1|Gender=Masc # Sabda NC Case=Cpd # liFga NC Case=Ins|Number=2|Gender=Neut # prakASay V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # iti CQT # sTiti NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna060_apo:2	[201,4] sādhyate sarvadharmāṇām avācyatvaprasiddhaye ||	sADay V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # sarva JQ Case=Cpd # Darma NC Case=Gen|Number=3|Gender=Masc # avAcyatva NC Case=Cpd # prasidDi NC Case=Dat|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna060_apo:3	[201,5] sthitir vyavasthā | prasādhya? kāśyata ity antenāpoho 'trābhidheya uktaḥ | śeṣeṇa	sTiti NC Case=Nom|Number=1|Gender=Fem # vyavasTA NC Case=Nom|Number=1|Gender=Fem # prasADay CGDA VerbForm=Abs # kASya NC Case=Abl|Number=1|Gender=Masc # iti CQT # anta NC Case=Ins|Number=1|Gender=Masc # apoha NC Case=Nom|Number=1|Gender=Masc # trABiDeya NC Case=Nom|Number=1|Gender=Masc # vac PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # Seza NC Case=Ins|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna060_apo:4	[201,6] tatprasādhanaphalam | athavā yad ācāryair apohaḥ śabdādinā prakāśyata iti vyavasthā kriyate	tad PRD Case=Cpd # prasADana NC Case=Cpd # Pala NC Case=Nom|Number=1|Gender=Neut # aTavA CX # yad PRL Case=Nom|Number=1|Gender=Neut # AcArya NC Case=Ins|Number=3|Gender=Masc # apoha NC Case=Nom|Number=1|Gender=Masc # Sabda NC Case=Cpd # Adi NC Case=Ins|Number=1|Gender=Masc # prakASay V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # iti CQT # vyavasTA NC Case=Nom|Number=1|Gender=Fem # kR V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna060_apo:5	[201,7] tad etad artham ity arthaḥ | ubhayathāpi sarvadharmānabhilāpyatvapratipādanaparam apohavyavasthāpanam	tad PRD Case=Nom|Number=1|Gender=Neut # etad PRD Case=Nom|Number=1|Gender=Neut # arTa NC Case=Nom|Number=1|Gender=Neut # iti CQT # arTa NC Case=Nom|Number=1|Gender=Masc # uBayaTA CX # api CX # sarva JQ Case=Cpd # Darma NC Case=Cpd # anaBilApya JJ Case=Cpd # tva NC Case=Cpd # pratipAdana NC Case=Cpd # para PPX Case=Nom|Number=1|Gender=Neut # apohavyava NC Case=Cpd # sTApana NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna060_apo:6	[201,8] ity uktaṃ bhavati |	iti CQT # vac PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # BU V Tense=Pres|Mood=Ind|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna060_apo:7	[201,9] nanv apohaḥ śabdaliṅgābhyāṃ prakāśyata ity anubhavabādhitam etat | tathā hīha	nanu CX # apoha NC Case=Nom|Number=1|Gender=Masc # Sabda NC Case=Cpd # liFga NC Case=Ins|Number=2|Gender=Neut # prakASay V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # iti CQT # anuBava NC Case=Cpd # bAD PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # etad PRD Case=Nom|Number=1|Gender=Neut # taTA CX # hi CX # iha CAD #
/home/basti/code/dvarapandita/data/jna060_apo:8	[201,10] mahīdharoddeśe vahnir astīti śabdāl liṅgād vā pratītir vidhirūpam evollikhantī lakṣyate |	mahIDara NC Case=Cpd # uddeSa NC Case=Loc|Number=1|Gender=Masc # vahni NC Case=Nom|Number=1|Gender=Masc # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # Sabda NC Case=Abl|Number=1|Gender=Masc # liFga NC Case=Abl|Number=1|Gender=Neut # vA CCD # pratIti NC Case=Nom|Number=1|Gender=Fem # viDi NC Case=Cpd # rUpa NC Case=Nom|Number=1|Gender=Neut # eva CEM # ulliK KDP Case=Nom|Number=1|Gender=Fem|Tense=Pres|VerbForm=Part # lakzay V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna060_apo:9	[201,11] nānagnir na bhavatīti nivṛttimātram āmukhayantī | yac cānubhavabādhitaṃ na tatra sādhanāntara-	na CNG # anagni JJ Case=Nom|Number=1|Gender=Masc # na CNG # BU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # nivRtti NC Case=Cpd # mAtra NC Case=Acc|Number=1|Gender=Neut # AmuKay KDP Case=Nom|Number=1|Gender=Fem|Tense=Pres|VerbForm=Part # yad PRL Case=Nom|Number=1|Gender=Neut # ca CCD # anuBava NC Case=Cpd # bAD PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # na CNG # tatra CAD # sADana NC Case=Cpd # antara JJ Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna060_apo:10	[201,12] cintā, sarvapramāṇapauruṣasya tatraiva viśrāmāt (8b) tatprasūtes tatphalatvāc ca | na hi	cintA NC Case=Nom|Number=1|Gender=Fem # sarva JQ Case=Cpd # pramANa NC Case=Cpd # pOruza NC Case=Gen|Number=1|Gender=Neut # tatra CAD # eva CEM # viSrAma NC Case=Abl|Number=1|Gender=Masc # tad PRD Case=Cpd # prasUti NC Case=Abl|Number=1|Gender=Fem # tad PRD Case=Cpd # Pala NC Case=Cpd # tva NC Case=Abl|Number=1|Gender=Neut # ca CCD # na CNG # hi CX #
