/home/basti/code/dvarapandita/data/jna113_sa3:0	[412] [tṛtīyaḥ paricchedaḥ]	tRtIya JJ Case=Nom|Number=1|Gender=Masc # paricCeda NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna113_sa3:1	 kathaṃ punaḥ svasaṃvedanamātrasthitau hetuphalabhāvasiddhiḥ, yataḥ prakṛtaphalahetupaddhatir avadhānabhājanībhavatu | tathā hi, na pūrvā na parā nāpi tadubhayavāsanāprasūtānusandhānarūpā buddhir asmād idam iti bhedagrahaṇāntarīyakaṃ hetuphalabhāvānubhavavyavahāram avatarītuṃ śaknoti, sarvāsāṃ svavinmātramayatayānyadīyavārtāparicayānupapatteḥ | yady api cādya dhiyāvadhimātram adhigataṃ tathāpi nāvadhimat, parayā cāvadhimad eva nāvadhiḥ | anusandhānadhiyā tu naikayāpīti ko 'paraḥ pratipattā | avadhir avadhimad ity api tadbalād eva yasmān naikam api viṣayaḥ sataś ca tayor api śuddhasvarūpam eva viṣayaḥ |	kaTam CX # punar CAD # sva JJ Case=Cpd # saMvedana NC Case=Cpd # mAtra NC Case=Cpd # sTiti NC Case=Loc|Number=1|Gender=Fem # hetu NC Case=Cpd # Pala NC Case=Cpd # BAva NC Case=Cpd # sidDi NC Case=Nom|Number=1|Gender=Fem # yatas CX # prakR PPP Case=Cpd|VerbForm=PPP # Pala NC Case=Cpd # hetu NC Case=Cpd # padDati NC Case=Nom|Number=1|Gender=Fem # avaDAna NC Case=Cpd # BAjana JJ Case=Nom|Number=1|Gender=Fem # BU V Tense=Pres|Mood=Imp|Person=3|Number=Sing # taTA CX # hi CX # na CNG # pUrva PPX Case=Nom|Number=1|Gender=Fem #na CNG # para PPX Case=Nom|Number=1|Gender=Fem # na CNG # api CX # tad PRD Case=Cpd # uBaya JJ Case=Cpd # vAsanA NC Case=Cpd # prasU PPP Case=Cpd|VerbForm=PPP # anusaMDAna NC Case=Cpd # rUpa NC Case=Nom|Number=1|Gender=Fem # budDi NC Case=Nom|Number=1|Gender=Fem # idam PRD Case=Abl|Number=1|Gender=Neut # idam PRD Case=Nom|Number=1|Gender=Neut # iti CQT # Beda NC Case=Cpd # grahaNa NC Case=Cpd # antarIyaka JJ Case=Nom|Number=1|Gender=Neut # hetu NC Case=Cpd # Pala NC Case=Cpd # BAva NC Case=Cpd # anuBava NC Case=Cpd # vyavahAra NC Case=Nom|Number=1|Gender=Neut #avatR CGDI VerbForm=Inf # Sak V Tense=Pres|Mood=Ind|Person=3|Number=Sing # sarva JQ Case=Gen|Number=3|Gender=Fem # sva JJ Case=Cpd # vid JJ Case=Cpd # mAtra NC Case=Cpd # maya JJ Case=Cpd # tA NC Case=Ins|Number=1|Gender=Fem # anya PPX Case=Nom|Number=1|Gender=Neut # yad PRL Case=Nom|Number=1|Gender=Neut # vArttA NC Case=Cpd # paricaya NC Case=Cpd # anupapatti NC Case=Abl|Number=1|Gender=Fem # yadi CSB # api CX # ca CCD # adya CX # DI NC Case=Ins|Number=1|Gender=Fem # avaDi NC Case=Cpd # mAtra NC Case=Nom|Number=1|Gender=Neut # aDigam PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # taTA CX # apina CNG # avaDimat JJ Case=Nom|Number=1|Gender=Neut # para PPX Case=Ins|Number=1|Gender=Fem # ca CCD # avaDimat JJ Case=Nom|Number=1|Gender=Neut # eva CEM # na CNG # avaDi NC Case=Nom|Number=1|Gender=Masc # anusaMDAna NC Case=Cpd # DI NC Case=Ins|Number=1|Gender=Fem # tu CCD # na CNG # eka PPX Case=Ins|Number=1|Gender=Fem # api CX # iti CQT # ka PRQ Case=Nom|Number=1|Gender=Masc # paras CX # pratipad PPP Case=Nom|Number=1|Gender=Fem|VerbForm=PPP # avaDi NC Case=Nom|Number=1|Gender=Fem # avaDimat JJ Case=Nom|Number=1|Gender=Neut # iti CQT # api CX # tad PRD Case=Cpd # bala NC Case=Abl|eva CEM # yad PRL Case=Abl|Number=1|Gender=Neut # na CNG # eka PPX Case=Nom|Number=1|Gender=Neut # api CX # vizaya NC Case=Nom|Number=1|Gender=Masc # as KDP Case=Abl|Number=1|Gender=Neut|Tense=Pres|VerbForm=Part # ca CCD # tad PRD Case=Gen|Number=2|Gender=Neut # api CX # SudDa JJ Case=Cpd # svarUpa NC Case=Nom|Number=1|Gender=Neut # eva CEM # vizaya NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna113_sa3:2	etena pūrvāparabhāvaḥ pratyākhyātaḥ, pūrvāparatayāpi kayācid grahāt, yena tadātmaka eva hetuphalabhāva iti manorathasiddhiḥ | na hi pratyakṣasyātra vyāpāraḥ, bhinnapratītabhāve pūrvāparatvāder dūrīkṛtatvāt | athāpi syāt, krameṇodayāt pūrvāparībhāvas tāvad asti, tataḥ pūrvāparā buddhir ātmānaṃ pūrvāparam evānubhūtigocarīkaroti | vimarśākāravirahāt tu śabda eva paramapravartitaḥ | na ca (87b) tāvatā vastvanubhavahāniḥ, na hi nāma rūpaṃ vastūnām, tad api paścād anusandhānabuddhyā pravartate | na ca tāvatā tasyāḥ svavedanakṣatiḥ | svasaṃveditaiva hi paratra bādhakam upasthāpayati, pūrvapūrvāhitaviśiṣṭasaṃskāradvāreṇa niyatapūrvāparabhāvabhodaka eva ca hetuphalabodha iti |	etad PRD Case=Ins|Number=1|Gender=Neut # pUrva PPX Case=Cpd # apara PPX Case=Cpd # BAva NC Case=Nom|Number=1|Gender=Masc # pratyAKyA PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # pUrva PPX Case=Cpd # apara PPX Case=Cpd # tA NC Case=Ins|Number=1|Gender=Fem # api CX # kaScit PRI Case=Ins|Number=1|Gender=Fem # graha NC Case=Abl|Number=1|Gender=Masc # yad PRL Case=Ins|Number=1|Gender=Neut # tad PRD Case=Cpd # Atmaka JJ Case=Nom|Number=1|Gender=Masc # eva CEM # hetu NC Case=Cpd # Pala NC Case=Cpd # BAva NC Case=Nom|Number=1|Gender=Masc # iti CQT # manoraTa NC Case=Cpd # sidDi NC Case=Nom|Number=1|Gender=Fem # na CNG # hipratyakza JJ Case=Gen|Number=1|Gender=Neut # atra CAD # vyApAra NC Case=Nom|Number=1|Gender=Masc # Bid PPP Case=Cpd|VerbForm=PPP # pratI PPP Case=Cpd|VerbForm=PPP # BAva NC Case=Loc|Number=1|Gender=Masc # pUrva PPX Case=Cpd # aparatva NC Case=Cpd # Adi NC Case=Gen|Number=1|Gender=Masc # dUrIkR PPP Case=Cpd|VerbForm=PPP # tva NC Case=Abl|Number=1|Gender=Neut # aTa CAD # api CX # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # krameNa CX # udaya NC Case=Abl|Number=1|Gender=Masc # pUrva PPX Case=Cpd # apara PPX Case=Cpd # aBAva NC Case=Nom|Number=1|Gender=Masc # tAvat CX # as V Tense=Pres|Moodtatas CX # pUrva PPX Case=Cpd # apara PPX Case=Nom|Number=1|Gender=Fem # budDi NC Case=Nom|Number=1|Gender=Fem # Atman NC Case=Acc|Number=1|Gender=Masc # pUrva PPX Case=Cpd # apara PPX Case=Acc|Number=1|Gender=Masc # eva CEM # anuBUti NC Case=Cpd # gocara JJ Case=Nom|Number=1|Gender=Fem # kR V Tense=Pres|Mood=Ind|Person=3|Number=Sing # vimarSa NC Case=Cpd # AkAra NC Case=Cpd # viraha NC Case=Abl|Number=1|Gender=Masc # tu CCD # Sabda NC Case=Nom|Number=1|Gender=Masc # eva CEM # parama JJ Case=Cpd # pravarta NC Case=Nom|Number=1|Gender=Masc # na CNG # ca CCD #tAvat JJ Case=Ins|Number=1|Gender=Neut # vastu NC Case=Cpd # anuBava NC Case=Cpd # hAni NC Case=Nom|Number=1|Gender=Fem # na CNG # hi CX # nAma CX # rUpa NC Case=Nom|Number=1|Gender=Neut # vastu NC Case=Gen|Number=3|Gender=Neut # tad PRD Case=Nom|Number=1|Gender=Neut # api CX # paScAt CAD # anusaMDAna NC Case=Cpd # budDi NC Case=Ins|Number=1|Gender=Fem # pravRt V Tense=Pres|Mood=Ind|Person=3|Number=Sing # na CNG # ca CCD # tAvat JJ Case=Ins|Number=1|Gender=Masc # tad PRD Case=Gen|Number=1|Gender=Fem # sva JJ Case=Cpd # vedanA NC Case=Cpd # kzati NC Case=Nom|Number=1|Gender=Fem #sva JJ Case=Cpd # saMveday PPP Case=Nom|Number=1|Gender=Fem|VerbForm=PPP # eva CEM # hi CX # paratra CX # bADaka JJ Case=Acc|Number=1|Gender=Neut # upasTApay V Tense=Pres|Mood=Ind|Person=3|Number=Sing # pUrva PPX Case=Cpd # pUrva PPX Case=Cpd # ADA PPP Case=Cpd|VerbForm=PPP # viSiz PPP Case=Cpd|VerbForm=PPP # saMskAra NC Case=Cpd # dvAra NC Case=Ins|Number=1|Gender=Neut # niyam PPP Case=Cpd|VerbForm=PPP # pUrva PPX Case=Cpd # apara PPX Case=Cpd # BAva NC Case=Cpd # BA NC Case=Cpd # udaka NC Case=Nom|Number=1|Gender=Masc # eva CEM # ca CCD # hetu NC Case=Cpd # Pala NC Case=Cpd # boDa NC iti CQT #
/home/basti/code/dvarapandita/data/jna113_sa3:3	atrocyate,	atra CAD # vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna113_sa3:4	 anātmasaṃvittyabhimānakāle samastam etad vyavahārayogyam |	anAtman NC Case=Cpd # saMvitti NC Case=Cpd # aBimAna NC Case=Cpd # kAla NC Case=Loc|Number=1|Gender=Masc # samasta JJ Case=Nom|Number=1|Gender=Neut # etad PRD Case=Nom|Number=1|Gender=Neut # vyavahAra NC Case=Cpd # yogya JJ Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna113_sa3:5	svarūpasaṃvittiparāyaṇatve kva bhedapūrvāparabhāvayogaḥ ||	svarUpa NC Case=Cpd # saMvitti NC Case=Cpd # parAyaNa NC Case=Cpd # tva NC Case=Loc|Number=1|Gender=Neut # kva CX # Beda NC Case=Cpd # pUrva PPX Case=Cpd # apara PPX Case=Cpd # BAva NC Case=Cpd # yoga NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna113_sa3:6	bahir yathā bhinnadhiyā grahārhaṃ parasparaṃ tasya tathā bhidāpi |	bahis CX # yaTA CCM # Bid PPP Case=Cpd|VerbForm=PPP # DI NC Case=Ins|Number=1|Gender=Fem # graha NC Case=Cpd # arha JJ Case=Acc|Number=1|Gender=Masc # paraspara PRC Case=Acc|Number=1|Gender=Masc # tad PRD Case=Gen|Number=1|Gender=Masc # taTA CX # BidA NC Case=Nom|Number=1|Gender=Fem # api CX #
/home/basti/code/dvarapandita/data/jna113_sa3:7	tathaiva pūrvāparatāpi no cen na bāhyam asty eva ca bāhyamānaḥ ||	taTA CX # eva CEM # pUrva PPX Case=Cpd # apara PPX Case=Cpd # tA NC Case=Nom|Number=1|Gender=Fem # api CX # no CX # ced CX # na CNG # bAhya JJ Case=Nom|Number=1|Gender=Neut # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # eva CEM # ca CCD # bAhya JJ Case=Cpd # mAna NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna113_sa3:8	[413] bāhyasya pūrvāparatā yathaiva tathā dhiyo 'pi grahaṇaṃ svayaṃ tu |	bAhya JJ Case=Gen|Number=1|Gender=Neut # pUrva PPX Case=Cpd # apara PPX Case=Cpd # tA NC Case=Nom|Number=1|Gender=Fem # yaTA CCM # eva CEM # taTA CX # DI NC Case=Nom|Number=3|Gender=Fem # api CX # grahaNa NC Case=Nom|Number=1|Gender=Neut # svayam CX # tu CCD #
/home/basti/code/dvarapandita/data/jna113_sa3:9	smṛtiś ca saṃvādavatī dvaye 'pi kiñcitkaro nānubhavo 'nyathā hi ||	smRti NC Case=Nom|Number=1|Gender=Fem # ca CCD # saMvAdavat JJ Case=Nom|Number=1|Gender=Fem # dvaya NC Case=Loc|Number=1|Gender=Neut # api CX # kiQcitkara NC Case=Nom|Number=1|Gender=Masc # na CNG # anuBava NC Case=Nom|Number=1|Gender=Masc # anyaTA CX # hi CX #
